School Name,State,Degree Level,Acceptance Rate,Average SAT,Undergraduate Students,White,Black,Hispanic,Asian,Net Price,4 Year Graduation Rate,Median Debt @ Graduation,Percent Female,First Generation,Median Family Income,Median Earnings @ 10 Years Post Grad,Mean Earnings @ 10 Years Post Grad,90th Percentile Earnings
Lebanon Valley College,PA,3,76.74,1200,1618,0.8436,0.0278,0.0593,0.0235,26803,0.618834081,27000,0.543712575,0.276081425,85949,48500,62621,79300
Nebraska Wesleyan University,NE,3,81.48,1200,1530,0.781,0.0314,0.0928,0.0261,23117,0.532467532,26970,0.574115044,0.262295082,69291,52500,56405,81700
University of Hartford,CT,3,82.75,1200,3876,0.5041,0.1705,0.154,0.0431,30886,0.512682552,27000,0.567121024,0.286921708,70000,51700,60823,85200
Fisk University,TN,3,70.97,1200,1009,0.003,0.7294,0.0188,0.002,29632,0.323943662,27000,0.741071429,0.265780731,30520,36300,45454,61100
Houghton University,NY,3,77,1200,745,0.7356,0.0711,0.0134,0.0201,19831,0.318996416,25250,0.578754579,0.170081967,60483,42400,46721,72800
Canisius College,NY,3,77.73,1200,1750,0.6823,0.1086,0.0623,0.0337,19208,0.670250896,24250,0.540880503,0.230550285,65323,51100,60681,80800
Christopher Newport University,VA,3,85.35,1200,4442,0.7395,0.0799,0.0759,0.0403,22609,0.711805556,25000,0.595238095,0.181010929,97520.5,52000,60509,77100
Colorado State University-Fort Collins,CO,3,90.77,1200,25150,0.7071,0.0223,0.156,0.0289,18512,0.555029319,20000,0.549675487,0.242137123,63463.5,53400,60543,89900
University of Toledo,OH,3,92.23,1200,10787,0.6802,0.0951,0.0563,0.031,17142,0.430567686,22250,0.525252525,0.33446273,48412,52800,50632,83600
University of Mississippi,MS,3,97.38,1200,17157,0.7835,0.1078,0.0491,0.0202,13504,0.473365966,20000,0.608056266,0.235026918,47087,56600,50994,96700
Texas Tech University,TX,3,67.34,1200,32346,0.5454,0.0599,0.2905,0.0315,20048,0.551956098,21500,0.496752243,0.323794678,51321,61600,62454,96800
University of Massachusetts-Boston,MA,3,80.76,1200,11749,0.3294,0.1791,0.1942,0.1594,17642,0.413744741,21974,0.569020416,0.430542986,31247,53700,65865,88300
Northwest University,WA,3,94.26,1200,662,0.6239,0.0574,0.1375,0.0453,21830,0.461254613,20891,0.616525424,0.363636364,46713.5,46300,54914,78300
Rowan University,NJ,3,76.94,1200,14914,0.6397,0.1077,0.1324,0.0586,21344,0.623416831,20500,0.487541138,0.350826376,61093,55400,59988,83700
Iowa State University,IA,3,90.22,1200,24994,0.7705,0.0263,0.0713,0.0437,15494,0.657633243,22869,0.462423697,0.199184015,76488,56000,63386,90100
Susquehanna University,PA,3,76.69,1200,2139,0.791,0.0622,0.0664,0.0168,27370,0.740471869,27000,0.56372093,0.215897939,85160,60900,61723,90100
University of Mary,ND,3,81.39,1200,2149,0.792,0.0242,0,0.0149,18191,0.5684803,24000,0.650952859,0.178683386,77856,53000,60909,86600
George Fox University,OR,3,91.73,1200,2495,0.6497,0.022,0.1631,0.0545,27773,0.658263305,24250,0.561762392,0.275630252,65806,51000,59761,85000
Martin Luther College,MN,3,83.72,1190,697,0.9225,0.0086,0.01,0.0057,21240,0.685185185,20177,0.472789116,0,60923.5,37400,47491,69800
Western New England University,MA,3,88.01,1190,2402,0.7306,0.0537,0.1028,0.0291,30137,0.600276625,25500,0.382724719,0.245495496,83848.5,61300,73157,98800
Pennsylvania State University-Penn State York,PA,3,92.87,1190,662,0.6616,0.0755,0.1042,0.0665,19080,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
SUNY at Albany,NY,3,67.9,1190,12175,0.4104,0.2182,0.186,0.093,17051,0.647878968,19500,0.52879257,0.300894266,43412,57600,67979,99000
Queens University of Charlotte,NC,3,71.27,1190,1301,0.5242,0.1353,0.1376,0.0354,30230,0.632545932,25000,0.733618234,0.219033233,53591.5,49400,57673,81800
Pennsylvania State University-Penn State Berks,PA,3,97.29,1190,2024,0.6235,0.0781,0.1502,0.0667,24811,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
University of Nebraska-Lincoln,NE,3,78.64,1190,19097,0.7598,0.0289,0.0888,0.0379,16131,0.559575626,21000,0.525061037,0.220236292,71878,52700,56887,84500
Utica University,NY,3,80.9,1190,2526,0.6726,0.0954,0.0887,0.04,21403,0.603773585,22500,0.604831752,0.31563981,47546,48600,63277,79500
University of Kansas,KS,3,87.84,1190,18539,0.6931,0.0415,0.0994,0.0607,18430,0.453403447,21000,0.547597184,0.222240207,64240.5,59300,61945,91600
Dominican University of California,CA,3,93.18,1190,1139,0.2529,0.0518,0.2792,0.3143,48859,0.705882353,27000,0.729166667,0.306122449,65976,63600,84713,124200
Augustana University,SD,3,65.79,1190,1759,0.7777,0.0301,0.0443,0.0205,24113,0.684745763,25000,0.652459016,0.144827586,83402.5,49500,59217,80800
Ball State University,IN,3,68.95,1190,13466,0.7472,0.0965,0.0724,0.0194,15419,0.576849051,23250,0.598226656,0.277217595,61975,44600,51833,69300
Elizabethtown College,PA,3,81.12,1190,1703,0.8291,0.0282,0.0711,0.0223,25848,0.682568807,27000,0.635714286,0.299568966,79305.5,55000,62399,86000
Bellarmine University,KY,3,87.78,1190,2275,0.738,0.0778,0.076,0.0299,22229,0.633126935,25000,0.67937034,0.272648084,68249,50600,62069,84000
Mississippi College,MS,3,39.99,1190,2098,0.6821,0.1673,0.0357,0.0205,20508,0.514726508,22500,0.621725732,0.256723716,39014.5,44900,47485,77200
Louisiana Tech University,LA,3,62.37,1190,7434,0.7314,0.1053,0.0484,0.0114,11771,0.412988651,22135,0.486405836,0.311858407,45709.5,49200,52279,87400
Milligan University,TN,3,66.71,1190,726,0.7617,0.0482,0.073,0.011,19981,0.647342995,25219,0.623115578,0.31865285,59021.5,44500,46641,75800
Concordia University-Saint Paul,MN,3,69.09,1190,2760,0.5514,0.1431,0.096,0.1076,17925,0.501854141,17832,0.607252612,0.335669236,42756,57100,59871,97400
Cleveland Institute of Art,OH,3,69.84,1190,575,0.68,0.0974,0.0974,0.0278,32681,0.567741935,27000,0.655737705,0.267123288,53314,41600,42509,85800
University of Minnesota-Rochester,MN,3,71.7,1190,617,0.5462,0.1556,0.0908,0.1442,15193,0.733665658,19500,0.559390667,0.186560199,76028.5,61200,69020,91600
Bethel University,MN,3,72.49,1190,2090,0.7722,0.0536,0.0703,0.0469,28721,0.564853556,21500,0.635702746,0.185825411,77425.5,52600,63764,88000
University of Wisconsin-La Crosse,WI,3,74.25,1190,9137,0.8935,0.0048,0.0381,0.0227,15217,0.658713693,22500,0.577436195,0.213809812,83835,52500,60378,80000
University of Wisconsin-Eau Claire,WI,3,76.62,1190,9138,0.8667,0.0098,0.0379,0.0289,16435,0.541271347,20909,0.644375324,0.219840616,79294,50300,58561,78500
Tennessee Technological University,TN,3,78.1,1190,8341,0.8109,0.045,0.0505,0.0207,14426,0.552858684,15650,0.500758265,0.375570033,40770,46700,48501,79100
University of North Carolina at Greensboro,NC,3,91.94,1190,13862,0.4046,0.2976,0.1573,0.0581,10907,0.5100797,22858,0.685265372,0.312764505,37092,40900,48160,69100
Pennsylvania State University-Penn State Wilkes-Barre,PA,3,95.25,1190,351,0.7607,0.0969,0.0798,0.0114,16377,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
University of Kentucky,KY,3,94.89,1190,22115,0.7604,0.0673,0.0614,0.0358,16328,0.578692494,22500,0.568774704,0.233600886,61931.5,54000,59025,86400
William Carey University,MS,3,53.58,1190,1772,0.6027,0.281,0.0265,0.0107,14200,0.397333333,20832,0.662677637,0.359016393,24691,40500,43087,72500
Centenary College of Louisiana,LA,3,63.65,1190,511,0.6184,0.1781,0.0939,0.0294,22729,0.482014388,27000,0.514285714,0.218340611,62373,52500,50330,87000
Viterbo University,WI,3,72.38,1190,1456,0.8187,0.0536,0.0549,0.0172,22538,0.620171674,25000,0.75282167,0.281622912,67276,47400,55660,76600
Ohio University-Main Campus,OH,3,86.52,1190,17611,0.8144,0.0551,0.0443,0.0159,20070,0.542413891,21056,0.634900623,0.338695755,58609,45800,52581,78900
Pennsylvania State University-Penn State Abington,PA,3,93.41,1190,3072,0.4365,0.1354,0.1247,0.1794,20241,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
Appalachian State University,NC,3,83.08,1190,18467,0.8111,0.0318,0.0825,0.0166,14765,0.685619735,20231,0.574958814,0.250086356,56100.5,43600,51836,69900
Utah State University,UT,3,93.73,1190,20573,0.8264,0.0074,0.0636,0.0086,12620,0.457947607,14340,0.549590875,0.283578174,42950.5,49600,54022,88000
Walsh University,OH,3,72.51,1190,1454,0.5578,0.0626,0.0261,0.0096,18494,0.652427184,27000,0.612244898,0.341825902,65293.5,48300,59764,81600
College of Saint Benedict,MN,3,87.8,1190,1428,0.8095,0.0273,0.0952,0.0343,27340,0.743589744,26944,0,0.214084507,86620.5,57000,63260,83200
University of Northwestern-St Paul,MN,3,92.51,1190,1512,0.787,0.0483,0.0529,0.039,24260,0.620183486,21325,0.5782881,0.164277839,69363,43400,50755,72500
SUNY Oneonta,NY,3,72.53,1180,4849,0.6968,0.0503,0.1718,0.0196,18757,0.697991392,19812,0.608475894,0.257740586,72278,46700,60386,75700
St. John Fisher University,NY,3,73.05,1180,2616,0.8081,0.0497,0.0661,0.0394,27313,0.74015748,23250,0.609722222,0.252199414,73191.5,52500,66944,85300
Andrews University,MI,3,91.27,1180,1249,0.2322,0.1745,0.193,0.1241,23876,0.551470588,26000,0.580270793,0.172131148,55290,47800,53187,78000
Mount Saint Joseph University,OH,3,54.35,1180,1045,0.7589,0.1234,0.0431,0.0134,17181,0.437810945,26827,0.567081604,0.378138848,52331,44600,51509,72400
Methodist University,NC,3,75.68,1180,1442,0.4785,0.2316,0.0832,0.0104,27109,0.271341463,27000,0.456594324,0.32068654,38888.5,43700,48050,77200
Hampden-Sydney College,VA,3,39.79,1180,846,0.7849,0.0686,0.0626,0.0118,25214,0.582524272,26000,0,0,101025.5,59000,67640,106000
Harding University,AR,3,45.12,1180,3198,0.7892,0.051,0.0453,0.0153,19505,0.586021505,26500,0.568291009,0.205479452,71055,47000,52876,77800
Dordt University,IA,3,87.67,1180,1472,0.8003,0.0027,0.0265,0.0095,25737,0.726666667,21500,0.482078853,0.122486289,83534.5,45300,52559,74500
Wisconsin Lutheran College,WI,3,93.83,1180,990,0.7364,0.0556,0.097,0.0131,21962,0.565079365,26000,0.549912434,0.293680297,68509,45300,54664,63000
Moore College of Art and Design,PA,3,53.18,1180,355,0.5577,0.1606,0.0704,0.0507,36872,0.591666667,26000,0,0.314009662,55988,36600,37839,57600
Immaculata University,PA,3,69.74,1180,1248,0.7188,0.1042,0.1066,0.0256,28931,0.601156069,27000,0.751803752,0.350877193,65352,54700,75701,90200
Ouachita Baptist University,AR,3,72.32,1180,1587,0.8009,0.0643,0.0592,0.012,23086,0.626062323,21050,0.494505495,0.235489221,62149,46000,51673,77700
University of Evansville,IN,3,76.32,1180,1460,0.7685,0.0466,0.0486,0.0308,19852,0.623409669,24606,0.613607189,0.274590164,68453,48800,53770,78600
University of Colorado Colorado Springs,CO,3,84.77,1180,9102,0.5711,0.0449,0.1953,0.0385,16772,0.416876574,20000,0.55888651,0.313405381,42591,49300,54659,84800
University of New Haven,CT,3,91.24,1180,4765,0.5752,0.1129,0.1931,0.0323,33170,0.630136986,27000,0.575202386,0.285648785,75313,54600,60126,89500
University of Connecticut-Avery Point,CT,3,97.42,1180,480,0.6146,0.0313,0.1813,0.0917,12479,0.736753776,21500,0.530965508,0.266493293,67737,66000,73997,101800
Savannah College of Art and Design,GA,3,81.73,1180,13352,0.5246,0.1154,0.0689,0.0613,44790,0.623868778,25148,0.690795353,0.176304211,59559,41400,45954,78400
Pennsylvania State University-Penn State Brandywine,PA,3,96.19,1180,1189,0.5038,0.1741,0.09,0.1228,22693,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
University of Rhode Island,RI,3,76.39,1180,13828,0.7426,0.0484,0.1091,0.0328,19694,0.655172414,22250,0.594716719,0.263285475,80297.5,58400,69743,93800
Saint Norbert College,WI,3,83.59,1180,1784,0.8459,0.0174,0.0628,0.0174,25644,0.667293233,26731,0.570498915,0.205417607,85480,51300,58363,80600
Fairleigh Dickinson University-Florham Campus,NJ,3,89.12,1180,2012,0.5229,0.1029,0.2505,0.0427,20365,0.56302521,25000,0.588029402,0.425506073,39799,54400,57273,91100
Citadel Military College of South Carolina,SC,3,98.58,1180,2658,0.754,0.0726,0.0771,0.0203,21619,0.685483871,21096,0.11843362,0.188188188,70469,59600,72085,91300
Lindenwood University,MO,3,74.02,1180,4627,0.6317,0.1379,0.0478,0.0182,16806,0.464899362,26000,0.577721661,0.350877193,45382.5,47000,53278,76800
St. Joseph's University-New York,NY,3,76.71,1180,3531,0.561,0.0864,0.2104,0.0365,17141,0.683317625,22000,0.686489058,0.37574124,48213.5,53900,63905,92100
Oregon Institute of Technology,OR,3,92.58,1180,3088,0.6684,0.0207,0.1467,0.0638,15974,0.489873418,22500,0.494751575,0.394656489,36182,57800,72273,92500
The College of Idaho,ID,3,45.52,1180,1052,0.5485,0.0209,0.1397,0.019,21956,0.546961326,24500,0.48199446,0.268072289,63773,47300,48473,79600
Chatham University,PA,3,66.33,1180,1207,0.7672,0.0621,0.0563,0.0373,30413,0.631399317,23250,0.750883392,0.296934866,56203.5,43400,52410,72500
Lee University,TN,3,72.59,1170,2932,0.8233,0.0426,0.016,0.0143,20083,0.478967495,25750,0.589823468,0.312189741,49230,37800,43222,60400
State University of New York at Oswego,NY,3,82.56,1170,5957,0.6473,0.1131,0.1365,0.0255,16281,0.625252525,20880,0.512926293,0.278181818,50004.5,47100,57566,71800
Hawaii Pacific University,HI,3,87.1,1170,2650,0.294,0.0645,0.2098,0.1679,29540,0.228395062,22000,0.69441903,0.358375635,42913,56400,59593,97500
Abilene Christian University,TX,3,65.79,1170,3141,0.6361,0.0675,0.1796,0.0194,27916,0.513994911,24250,0.611820013,0.244522968,67009,48900,55736,78700
Roanoke College,VA,3,79.76,1170,1801,0.8029,0.0511,0.0644,0.0189,27780,0.613744076,27000,0.5968523,0.206590621,82237.5,52000,58047,82500
Pennsylvania State University-Penn State Lehigh Valley,PA,3,94.08,1170,843,0.516,0.0664,0.2159,0.1174,19021,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
Old Dominion University,VA,3,95.14,1170,18152,0.4222,0.3246,0.1022,0.0497,15415,0.435328589,24000,0.60197664,0.332137112,38019.5,48700,54914,83800
University of St Thomas,TX,3,96.71,1170,2524,0.1997,0.0741,0.5012,0.109,18861,0.532352941,19928,0.717105263,0.377862595,35251.5,59600,59224,96800
University of Saint Joseph,CT,3,74.85,1170,821,0.6041,0.1084,0.1766,0.0597,25127,0.541538462,27000,0.968105066,0.42217484,44704,52900,59908,80800
Virginia Commonwealth University,VA,3,91,1170,20552,0.4099,0.2078,0.1133,0.144,20405,0.616020343,21500,0.624378397,0.276033881,51128,49700,58128,86100
Maryland Institute College of Art,MD,3,79.58,1170,1401,0.339,0.1042,0.1035,0.1071,39073,0.703448276,26500,0.722222222,0.173819743,73007,41200,45212,69800
Rutgers University-Camden,NJ,3,76.52,1170,4077,0.387,0.1935,0.2178,0.1241,16537,0.715907928,21500,0.553944444,0.345829486,43359.5,68100,74479,108100
Flagler College,FL,3,80.95,1170,2591,0.7267,0.0336,0.1235,0.0104,27210,0.610486891,24250,0.692647059,0.280373832,53601.5,42200,49483,69300
University of Arkansas,AR,3,78.93,1170,26002,0.7421,0.0429,0.1068,0.028,16050,0.547314578,21500,0.558819396,0.259961487,64201,52700,58191,87200
Siena College,NY,3,80.35,1170,3480,0.7612,0.0379,0.0856,0.0428,30696,0.721052632,26561,0.523941707,0.205389658,84065,62300,76079,103000
The University of West Florida,FL,3,48.03,1170,8806,0.6229,0.1008,0.1092,0.034,8300,0.282264779,16624,0.596978558,0.361001318,34583.5,43400,49137,74300
University of St Francis,IL,3,58.42,1170,1390,0.495,0.0942,0.295,0.0367,18409,0.609022556,21079,0.644846797,0.423780488,57522,56500,63926,85300
SUNY at Fredonia,NY,3,84.58,1170,3193,0.7354,0.0727,0.1065,0.0147,15526,0.488288288,24250,0.608242539,0.228167592,59673,44700,54247,68000
Jacksonville University,FL,3,57.69,1170,2541,0.5081,0.1739,0.1484,0.0244,27778,0.442401961,22000,0.664921466,0.356017192,46900,57100,68010,91700
St Bonaventure University,NY,3,81.11,1170,1791,0.7683,0.0497,0.0664,0.0313,25703,0.608333333,26000,0.521865889,0.186440678,79145.5,52700,57214,86300
Saint Edward's University,TX,3,85.1,1170,2751,0.3217,0.0353,0.5162,0.0254,23078,0.603636364,24803,0.621621622,0.325439784,48851,55700,58826,89500
West Chester University of Pennsylvania,PA,3,87.85,1170,14014,0.7338,0.1132,0.0723,0.0313,24128,0.08953874,23500,0.607887143,0.281308571,75332.5,51200,61258,80900
Howard University,DC,3,53.43,1160,9243,0.0031,0.6851,0.0649,0.0356,45180,0.396721311,24500,0.717757937,0.236393623,40386,54500,63066,92800
Nova Southeastern University,FL,3,75.8,1160,6885,0.2681,0.1468,0.3441,0.1197,28219,0.596491228,24250,0.745901639,0.373340143,31002,55600,59209,112300
Pennsylvania State University-Penn State Beaver,PA,3,93.2,1160,503,0.7137,0.0994,0.0875,0.0278,17782,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
Pennsylvania State University-Penn State Altoona,PA,3,95.76,1160,2565,0.7368,0.0608,0.0733,0.0405,24385,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
University of North Carolina at Charlotte,NC,3,79.64,1160,23063,0.5124,0.163,0.1359,0.0966,15018,0.581583199,21500,0.52230815,0.284007255,44089,50300,57289,84300
King's College,PA,3,95.99,1160,1595,0.7442,0.0495,0.1122,0.0288,24616,0.587901701,27000,0.502884615,0.293577982,76296,57500,59498,95500
Baldwin Wallace University,OH,3,77.04,1160,2708,0.7784,0.0687,0.0691,0.0214,27907,0.633651551,27000,0.539007092,0.318088737,56960,49200,54122,79000
SUNY College at Plattsburgh,NY,3,70.24,1160,3925,0.6311,0.1154,0.1404,0.0257,16598,0.567359507,21196,0.588041237,0.313716614,50769,46200,56403,72600
Seton Hill University,PA,3,78.34,1160,1615,0.8037,0.0724,0.0384,0.0204,26033,0.548837209,27000,0.657324841,0.242506812,73391,44500,51748,73300
Carthage College,WI,3,81.83,1160,2541,0.6879,0.0547,0.1547,0.0216,26257,0.656077348,26000,0.550553506,0.262383901,80809,50100,56950,78200
Wilkes University,PA,3,94.14,1160,1904,0.7237,0.0525,0.1019,0.0236,27554,0.565217391,26000,0.535221496,0.346123728,62518,58600,63454,112500
Montana State University,MT,3,73.33,1160,14343,0.8437,0.004,0.0566,0.0113,19600,0.431882879,22500,0.492807234,0.233182893,56045,48900,53263,84200
Pennsylvania State University-World Campus,PA,3,81.68,1160,7798,0.648,0.0763,0.1163,0.056,19961,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
University of Pittsburgh-Greensburg,PA,3,97.6,1160,1323,0.7611,0.0726,0.0499,0.0423,18487,0.661782178,24250,0.529968119,0.209672003,81308,61200,66125,95300
Indiana University-Purdue University-Indianapolis,IN,3,82.89,1160,17278,0.6123,0.1044,0.1314,0.0685,11577,0.437872171,20000,0.609940853,0.35086149,45002,50700,55198,77500
University of Michigan-Dearborn,MI,3,54.1,1160,5962,0.6614,0.0802,0.0681,0.0928,12102,0.461648746,22500,0.511645379,0.381810382,25334,56200,59649,93600
Presbyterian College,SC,3,59.39,1160,877,0.6431,0.1961,0.0604,0.0091,21157,0.542857143,26000,0.489361702,0.197560976,60702,50800,60194,77200
SUNY Brockport,NY,3,67.94,1160,5107,0.6953,0.1187,0.0885,0.0257,16738,0.540859707,20000,0.581282198,0.31529559,43518.5,45500,54496,73000
Pennsylvania State University-Penn State New Kensington,PA,3,91.45,1160,440,0.8091,0.0636,0.0545,0.0136,19444,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
Multnomah University,OR,3,53.38,1160,375,0.408,0.152,0.2,0.04,27872,0.451388889,20250,0.519148936,0.337899543,36008,38100,47939,66000
The College of Saint Rose,NY,3,78.01,1160,1420,0.5246,0.1444,0.0465,0.0394,23008,0.452603471,24749,0.695772696,0.293626707,52000,44800,56040,67300
Florida International University,FL,3,63.86,1150,39277,0.0915,0.1158,0.6685,0.026,8722,0.51731738,16500,0.606936085,0.414037389,23924,52000,60249,88000
Western Colorado University,CO,3,91.85,1150,1673,0.7047,0.0341,0.1201,0.0126,15175,0.39055794,20250,0.416473318,0.249692497,61406.5,43400,46833,69600
Webster University,MO,3,55.1,1150,2174,0.6265,0.1449,0.0621,0.035,22378,0.432214765,23000,0.604387827,0.301327088,41650,47900,50876,81100
Saint Ambrose University,IA,3,73.92,1150,2108,0.722,0.0536,0.1025,0.0194,23799,0.578125,25000,0.595194085,0.284457478,69543.5,50500,59531,82000
University of Louisville,KY,3,81.54,1150,13822,0.6474,0.149,0.0731,0.053,18277,0.484497445,20500,0.551316985,0.304347826,47376,48600,53899,76600
University of Pittsburgh-Johnstown,PA,3,97.41,1150,2039,0.7538,0.0481,0.052,0.0289,17961,0.661782178,24250,0.529968119,0.209672003,81308,61200,66125,95300
Saint Vincent College,PA,3,73.37,1150,1335,0.8112,0.0554,0.0487,0.015,22109,0.708542714,27000,0.448840382,0.267935578,79271,52100,59982,84200
Hamline University,MN,3,80.55,1150,1745,0.5633,0.1198,0.1238,0.0865,21691,0.616040956,23770,0.632007233,0.232016211,60017,55500,61106,85200
Ashland University,OH,3,71.76,1150,2332,0.7719,0.0866,0.0322,0.0111,20551,0.478504673,25000,0.440354913,0.4089444,10702,42900,52928,66800
Regent University,VA,3,32.34,1150,4281,0.4683,0.2609,0.1068,0.0173,17220,0.337395278,24534,0.653869969,0.419885551,28090.5,45600,44498,0
